# Sondages 1er tour présidentielle 2027 — https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027
# Relevé le 2026-09-17 par src/scrape_pres_2027.py ; une ligne par candidat·e et hypothèse.
# bloc : nomenclature du modèle (G gauche, CD centre+droite, ED extrême droite, AU hors axe).
institut,date_fin,echantillon,hypothese,candidat,parti,bloc,valeur
Ifop,2023-03-31,1105,21,ARTHAUD,LO,G,1.0
Ifop,2023-03-31,1105,21,POUTOU,NPA-A,G,2.5
Ifop,2023-03-31,1105,21,ROUSSEL,PCF,G,6.0
Ifop,2023-03-31,1105,21,MÉLENCHON,LFI,G,20.0
Ifop,2023-03-31,1105,21,FAURE,PS,G,2.0
Ifop,2023-03-31,1105,21,TONDELIER,EELV,G,1.0
Ifop,2023-03-31,1105,21,LE MAIRE,ENS,CD,18.0
Ifop,2023-03-31,1105,21,WAUQUIEZ,LR,CD,6.0
Ifop,2023-03-31,1105,21,LASSALLE,RES,CD,2.5
Ifop,2023-03-31,1105,21,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2023-03-31,1105,21,LE PEN,RN,ED,32.0
Ifop,2023-03-31,1105,21,ZEMMOUR,REC,ED,6.0
Ifop,2023-03-31,1105,22,ARTHAUD,LO,G,0.5
Ifop,2023-03-31,1105,22,POUTOU,NPA-A,G,2.5
Ifop,2023-03-31,1105,22,ROUSSEL,PCF,G,5.0
Ifop,2023-03-31,1105,22,MÉLENCHON,LFI,G,20.0
Ifop,2023-03-31,1105,22,FAURE,PS,G,3.0
Ifop,2023-03-31,1105,22,TONDELIER,EELV,G,2.0
Ifop,2023-03-31,1105,22,DARMANIN,ENS,CD,11.0
Ifop,2023-03-31,1105,22,WAUQUIEZ,LR,CD,8.0
Ifop,2023-03-31,1105,22,LASSALLE,RES,CD,2.0
Ifop,2023-03-31,1105,22,DUPONT-AIGNAN,DLF,ED,4.0
Ifop,2023-03-31,1105,22,LE PEN,RN,ED,35.0
Ifop,2023-03-31,1105,22,ZEMMOUR,REC,ED,7.0
Ifop,2023-03-31,1105,23,ARTHAUD,LO,G,1.0
Ifop,2023-03-31,1105,23,POUTOU,NPA-A,G,1.5
Ifop,2023-03-31,1105,23,ROUSSEL,PCF,G,6.5
Ifop,2023-03-31,1105,23,MÉLENCHON,LFI,G,20.0
Ifop,2023-03-31,1105,23,FAURE,PS,G,2.0
Ifop,2023-03-31,1105,23,TONDELIER,EELV,G,1.0
Ifop,2023-03-31,1105,23,BAYROU,ENS,CD,9.0
Ifop,2023-03-31,1105,23,WAUQUIEZ,LR,CD,10.0
Ifop,2023-03-31,1105,23,LASSALLE,RES,CD,3.0
Ifop,2023-03-31,1105,23,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2023-03-31,1105,23,LE PEN,RN,ED,36.0
Ifop,2023-03-31,1105,23,ZEMMOUR,REC,ED,7.0
