# Sondages 1er tour présidentielle 2027 — https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027
# Relevé le 2026-09-17 par src/scrape_pres_2027.py ; une ligne par candidat·e et hypothèse.
# bloc : nomenclature du modèle (G gauche, CD centre+droite, ED extrême droite, AU hors axe).
institut,date_fin,echantillon,hypothese,candidat,parti,bloc,valeur
Ifop,2026-02-27,1393,57,ROUSSEL,PCF,G,2.0
Ifop,2026-02-27,1393,57,TONDELIER,LE,G,4.5
Ifop,2026-02-27,1393,57,GLUCKSMANN,PP,G,12.0
Ifop,2026-02-27,1393,57,ATTAL,RE,CD,10.0
Ifop,2026-02-27,1393,57,VILLEPIN,LFH,CD,4.5
Ifop,2026-02-27,1393,57,RETAILLEAU,LR,CD,12.0
Ifop,2026-02-27,1393,57,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2026-02-27,1393,57,LE PEN,RN,ED,35.0
Ifop,2026-02-27,1393,57,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,58,ARTHAUD,LO,G,1.5
Ifop,2026-02-27,1393,58,MÉLENCHON,LFI,G,10.0
Ifop,2026-02-27,1393,58,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,58,TONDELIER,LE,G,4.0
Ifop,2026-02-27,1393,58,GLUCKSMANN,PP,G,13.0
Ifop,2026-02-27,1393,58,DARMANIN,RE,CD,8.0
Ifop,2026-02-27,1393,58,VILLEPIN,LFH,CD,5.0
Ifop,2026-02-27,1393,58,RETAILLEAU,LR,CD,13.0
Ifop,2026-02-27,1393,58,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2026-02-27,1393,58,BARDELLA,RN,ED,37.0
Ifop,2026-02-27,1393,58,ZEMMOUR,REC,ED,3.0
Ifop,2026-02-27,1393,59,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,59,MÉLENCHON,LFI,G,10.0
Ifop,2026-02-27,1393,59,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,59,TONDELIER,LE,G,4.5
Ifop,2026-02-27,1393,59,GLUCKSMANN,PP,G,13.0
Ifop,2026-02-27,1393,59,LECORNU,RE,CD,6.0
Ifop,2026-02-27,1393,59,VILLEPIN,LFH,CD,5.0
Ifop,2026-02-27,1393,59,RETAILLEAU,LR,CD,13.0
Ifop,2026-02-27,1393,59,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2026-02-27,1393,59,BARDELLA,RN,ED,37.0
Ifop,2026-02-27,1393,59,ZEMMOUR,REC,ED,3.5
Ifop,2026-02-27,1393,60,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,60,MÉLENCHON,LFI,G,12.0
Ifop,2026-02-27,1393,60,ROUSSEL,PCF,G,2.5
Ifop,2026-02-27,1393,60,TONDELIER,LE,G,4.5
Ifop,2026-02-27,1393,60,GLUCKSMANN,PP,G,11.0
Ifop,2026-02-27,1393,60,PHILIPPE,HOR,CD,23.0
Ifop,2026-02-27,1393,60,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2026-02-27,1393,60,BARDELLA,RN,ED,37.0
Ifop,2026-02-27,1393,60,ZEMMOUR,REC,ED,5.0
Ifop,2026-02-27,1393,61,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,61,MÉLENCHON,LFI,G,12.0
Ifop,2026-02-27,1393,61,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,61,TONDELIER,LE,G,5.0
Ifop,2026-02-27,1393,61,GLUCKSMANN,PP,G,16.0
Ifop,2026-02-27,1393,61,RETAILLEAU,LR,CD,17.0
Ifop,2026-02-27,1393,61,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2026-02-27,1393,61,BARDELLA,RN,ED,38.0
Ifop,2026-02-27,1393,61,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,62,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,62,MÉLENCHON,LFI,G,11.0
Ifop,2026-02-27,1393,62,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,62,TONDELIER,LE,G,5.0
Ifop,2026-02-27,1393,62,HOLLANDE,PS,G,8.0
Ifop,2026-02-27,1393,62,PHILIPPE,HOR,CD,18.0
Ifop,2026-02-27,1393,62,RETAILLEAU,LR,CD,11.0
Ifop,2026-02-27,1393,62,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-02-27,1393,62,BARDELLA,RN,ED,36.0
Ifop,2026-02-27,1393,62,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,63,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,63,MÉLENCHON,LFI,G,11.0
Ifop,2026-02-27,1393,63,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,63,TONDELIER,LE,G,5.0
Ifop,2026-02-27,1393,63,FAURE,PS,G,5.0
Ifop,2026-02-27,1393,63,PHILIPPE,HOR,CD,19.0
Ifop,2026-02-27,1393,63,RETAILLEAU,LR,CD,11.0
Ifop,2026-02-27,1393,63,DUPONT-AIGNAN,DLF,ED,3.5
Ifop,2026-02-27,1393,63,BARDELLA,RN,ED,36.0
Ifop,2026-02-27,1393,63,ZEMMOUR,REC,ED,4.5
Odoxa,2025-11-20,1,1,ARTHAUD,LO,G,1.0
Odoxa,2025-11-20,1,1,MÉLENCHON,LFI,G,12.0
Odoxa,2025-11-20,1,1,ROUSSEL,PCF,G,3.0
Odoxa,2025-11-20,1,1,TONDELIER,LE,G,6.5
Odoxa,2025-11-20,1,1,GLUCKSMANN,PS,G,14.5
Odoxa,2025-11-20,1,1,ATTAL,EPR,CD,11.0
Odoxa,2025-11-20,1,1,RETAILLEAU,LR,CD,10.0
Odoxa,2025-11-20,1,1,DUPONT-AIGNAN,DLF,ED,3.0
Odoxa,2025-11-20,1,1,BARDELLA,RN,ED,36.0
Odoxa,2025-11-20,1,1,ZEMMOUR,REC,ED,3.0
Odoxa,2025-11-20,1,2,ARTHAUD,LO,G,1.0
Odoxa,2025-11-20,1,2,MÉLENCHON,LFI,G,11.0
Odoxa,2025-11-20,1,2,ROUSSEL,PCF,G,3.0
Odoxa,2025-11-20,1,2,TONDELIER,LE,G,6.0
Odoxa,2025-11-20,1,2,GLUCKSMANN,PS,G,13.5
Odoxa,2025-11-20,1,2,PHILIPPE,EPR,CD,17.0
Odoxa,2025-11-20,1,2,RETAILLEAU,LR,CD,8.0
Odoxa,2025-11-20,1,2,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2025-11-20,1,2,BARDELLA,RN,ED,35.0
Odoxa,2025-11-20,1,2,ZEMMOUR,REC,ED,3.5
Verian,2025-11-20,938,3,MÉLENCHON,LFI,G,12.0
Verian,2025-11-20,938,3,ROUSSEL,PCF,G,3.0
Verian,2025-11-20,938,3,TONDELIER,LE,G,5.0
Verian,2025-11-20,938,3,GLUCKSMANN,PS,G,13.0
Verian,2025-11-20,938,3,PHILIPPE,EPR,CD,17.0
Verian,2025-11-20,938,3,RETAILLEAU,LR,CD,7.5
Verian,2025-11-20,938,3,DUPONT-AIGNAN,DLF,ED,2.0
Verian,2025-11-20,938,3,BARDELLA,RN,ED,36.5
Verian,2025-11-20,938,3,ZEMMOUR,REC,ED,4.0
Elabe,2025-10-31,1396,5,ARTHAUD,LO,G,1.0
Elabe,2025-10-31,1396,5,MÉLENCHON,LFI,G,12.0
Elabe,2025-10-31,1396,5,ROUSSEL,PCF,G,3.0
Elabe,2025-10-31,1396,5,TONDELIER,LE,G,5.5
Elabe,2025-10-31,1396,5,HOLLANDE,PS,G,6.5
Elabe,2025-10-31,1396,5,PHILIPPE,EPR,CD,19.0
Elabe,2025-10-31,1396,5,VILLEPIN,LFH,CD,4.0
Elabe,2025-10-31,1396,5,BERTRAND,LR,CD,5.5
Elabe,2025-10-31,1396,5,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2025-10-31,1396,5,BARDELLA,RN,ED,35.0
Elabe,2025-10-31,1396,5,ZEMMOUR,REC,ED,6.0
Elabe,2025-10-31,1396,6,ARTHAUD,LO,G,1.0
Elabe,2025-10-31,1396,6,MÉLENCHON,LFI,G,12.5
Elabe,2025-10-31,1396,6,ROUSSEL,PCF,G,4.5
Elabe,2025-10-31,1396,6,TONDELIER,LE,G,5.5
Elabe,2025-10-31,1396,6,FAURE,PS,G,5.5
Elabe,2025-10-31,1396,6,PHILIPPE,EPR,CD,19.5
Elabe,2025-10-31,1396,6,VILLEPIN,LFH,CD,4.0
Elabe,2025-10-31,1396,6,WAUQUIEZ,LR,CD,3.0
Elabe,2025-10-31,1396,6,DUPONT-AIGNAN,DLF,ED,2.0
Elabe,2025-10-31,1396,6,BARDELLA,RN,ED,36.5
Elabe,2025-10-31,1396,6,KNAFO,REC,ED,6.0
Elabe,2025-10-31,1396,7,ARTHAUD,LO,G,1.5
Elabe,2025-10-31,1396,7,MÉLENCHON,LFI,G,13.0
Elabe,2025-10-31,1396,7,ROUSSEL,PCF,G,3.0
Elabe,2025-10-31,1396,7,TONDELIER,LE,G,5.0
Elabe,2025-10-31,1396,7,GLUCKSMANN,PS,G,13.0
Elabe,2025-10-31,1396,7,DARMANIN,EPR,CD,7.0
Elabe,2025-10-31,1396,7,VILLEPIN,LFH,CD,5.0
Elabe,2025-10-31,1396,7,RETAILLEAU,LR,CD,8.5
Elabe,2025-10-31,1396,7,DUPONT-AIGNAN,DLF,ED,2.0
Elabe,2025-10-31,1396,7,BARDELLA,RN,ED,37.5
Elabe,2025-10-31,1396,7,VILLIERS,REC,ED,4.5
Elabe,2025-10-31,1396,8,ARTHAUD,LO,G,1.5
Elabe,2025-10-31,1396,8,MÉLENCHON,LFI,G,11.5
Elabe,2025-10-31,1396,8,ROUSSEL,PCF,G,3.0
Elabe,2025-10-31,1396,8,TONDELIER,LE,G,4.5
Elabe,2025-10-31,1396,8,GLUCKSMANN,PS,G,12.0
Elabe,2025-10-31,1396,8,ATTAL,EPR,CD,12.5
Elabe,2025-10-31,1396,8,VILLEPIN,LFH,CD,4.0
Elabe,2025-10-31,1396,8,RETAILLEAU,LR,CD,8.0
Elabe,2025-10-31,1396,8,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2025-10-31,1396,8,LE PEN,RN,ED,34.0
Elabe,2025-10-31,1396,8,KNAFO,REC,ED,6.5
Elabe,2025-10-31,1396,9,ARTHAUD,LO,G,1.0
Elabe,2025-10-31,1396,9,MÉLENCHON,LFI,G,12.5
Elabe,2025-10-31,1396,9,ROUSSEL,PCF,G,3.0
Elabe,2025-10-31,1396,9,TONDELIER,LE,G,4.5
Elabe,2025-10-31,1396,9,GLUCKSMANN,PS,G,11.0
Elabe,2025-10-31,1396,9,PHILIPPE,EPR,CD,15.5
Elabe,2025-10-31,1396,9,VILLEPIN,LFH,CD,3.0
Elabe,2025-10-31,1396,9,RETAILLEAU,LR,CD,8.0
Elabe,2025-10-31,1396,9,DUPONT-AIGNAN,DLF,ED,2.0
Elabe,2025-10-31,1396,9,BARDELLA,RN,ED,35.0
Elabe,2025-10-31,1396,9,ZEMMOUR,REC,ED,4.5
Harris,2025-10-07,1289,12,ARTHAUD,LO,G,1.0
Harris,2025-10-07,1289,12,MÉLENCHON,LFI,G,14.0
Harris,2025-10-07,1289,12,ROUSSEL,PCF,G,3.0
Harris,2025-10-07,1289,12,TONDELIER,LE,G,3.0
Harris,2025-10-07,1289,12,GLUCKSMANN,PS,G,12.0
Harris,2025-10-07,1289,12,PHILIPPE,EPR,CD,15.0
Harris,2025-10-07,1289,12,RETAILLEAU,LR,CD,10.0
Harris,2025-10-07,1289,12,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2025-10-07,1289,12,BARDELLA,RN,ED,35.0
Harris,2025-10-07,1289,12,ZEMMOUR,REC,ED,6.0
Harris,2025-10-07,1289,13,ARTHAUD,LO,G,1.0
Harris,2025-10-07,1289,13,MÉLENCHON,LFI,G,14.0
Harris,2025-10-07,1289,13,ROUSSEL,PCF,G,3.0
Harris,2025-10-07,1289,13,TONDELIER,LE,G,3.0
Harris,2025-10-07,1289,13,GLUCKSMANN,PS,G,14.0
Harris,2025-10-07,1289,13,ATTAL,EPR,CD,12.0
Harris,2025-10-07,1289,13,RETAILLEAU,LR,CD,11.0
Harris,2025-10-07,1289,13,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2025-10-07,1289,13,BARDELLA,RN,ED,35.0
Harris,2025-10-07,1289,13,ZEMMOUR,REC,ED,6.0
Harris,2025-10-07,1289,14,ARTHAUD,LO,G,1.0
Harris,2025-10-07,1289,14,MÉLENCHON,LFI,G,14.0
Harris,2025-10-07,1289,14,ROUSSEL,PCF,G,3.0
Harris,2025-10-07,1289,14,TONDELIER,LE,G,3.0
Harris,2025-10-07,1289,14,GLUCKSMANN,PS,G,12.0
Harris,2025-10-07,1289,14,PHILIPPE,EPR,CD,16.0
Harris,2025-10-07,1289,14,RETAILLEAU,LR,CD,10.0
Harris,2025-10-07,1289,14,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2025-10-07,1289,14,LE PEN,RN,ED,34.0
Harris,2025-10-07,1289,14,ZEMMOUR,REC,ED,6.0
Harris,2025-10-07,1289,15,ARTHAUD,LO,G,1.0
Harris,2025-10-07,1289,15,MÉLENCHON,LFI,G,14.0
Harris,2025-10-07,1289,15,ROUSSEL,PCF,G,3.0
Harris,2025-10-07,1289,15,TONDELIER,LE,G,3.0
Harris,2025-10-07,1289,15,GLUCKSMANN,PS,G,14.0
Harris,2025-10-07,1289,15,ATTAL,EPR,CD,12.0
Harris,2025-10-07,1289,15,RETAILLEAU,LR,CD,11.0
Harris,2025-10-07,1289,15,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-10-07,1289,15,LE PEN,RN,ED,34.0
Harris,2025-10-07,1289,15,ZEMMOUR,REC,ED,6.0
Ifop,2025-09-25,1127,21,ARTHAUD,LO,G,2.0
Ifop,2025-09-25,1127,21,MÉLENCHON,LFI,G,13.0
Ifop,2025-09-25,1127,21,ROUSSEL,PCF,G,4.0
Ifop,2025-09-25,1127,21,GLUCKSMANN,PS,G,16.0
Ifop,2025-09-25,1127,21,BAYROU,EPR,CD,3.0
Ifop,2025-09-25,1127,21,VILLEPIN,LFH,CD,6.0
Ifop,2025-09-25,1127,21,RETAILLEAU,LR,CD,13.0
Ifop,2025-09-25,1127,21,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2025-09-25,1127,21,BARDELLA,RN,ED,35.0
Ifop,2025-09-25,1127,21,ZEMMOUR,REC,ED,5.0
Ifop,2025-09-25,1127,22,ARTHAUD,LO,G,1.0
Ifop,2025-09-25,1127,22,MÉLENCHON,LFI,G,13.0
Ifop,2025-09-25,1127,22,ROUSSEL,PCF,G,4.0
Ifop,2025-09-25,1127,22,GLUCKSMANN,PS,G,16.0
Ifop,2025-09-25,1127,22,DARMANIN,EPR,CD,7.0
Ifop,2025-09-25,1127,22,VILLEPIN,LFH,CD,5.0
Ifop,2025-09-25,1127,22,RETAILLEAU,LR,CD,13.0
Ifop,2025-09-25,1127,22,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-09-25,1127,22,BARDELLA,RN,ED,35.0
Ifop,2025-09-25,1127,22,ZEMMOUR,REC,ED,4.0
Ifop,2025-09-25,1127,23,ARTHAUD,LO,G,1.5
Ifop,2025-09-25,1127,23,MÉLENCHON,LFI,G,13.0
Ifop,2025-09-25,1127,23,ROUSSEL,PCF,G,4.0
Ifop,2025-09-25,1127,23,GLUCKSMANN,PS,G,14.0
Ifop,2025-09-25,1127,23,ATTAL,EPR,CD,10.0
Ifop,2025-09-25,1127,23,VILLEPIN,LFH,CD,4.0
Ifop,2025-09-25,1127,23,RETAILLEAU,LR,CD,12.0
Ifop,2025-09-25,1127,23,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2025-09-25,1127,23,BARDELLA,RN,ED,34.0
Ifop,2025-09-25,1127,23,ZEMMOUR,REC,ED,5.0
Ifop,2025-09-25,1127,24,ARTHAUD,LO,G,1.0
Ifop,2025-09-25,1127,24,MÉLENCHON,LFI,G,13.0
Ifop,2025-09-25,1127,24,ROUSSEL,PCF,G,5.0
Ifop,2025-09-25,1127,24,FAURE,PS,G,7.0
Ifop,2025-09-25,1127,24,PHILIPPE,EPR,CD,19.0
Ifop,2025-09-25,1127,24,VILLEPIN,LFH,CD,4.5
Ifop,2025-09-25,1127,24,RETAILLEAU,LR,CD,10.0
Ifop,2025-09-25,1127,24,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-09-25,1127,24,BARDELLA,RN,ED,34.0
Ifop,2025-09-25,1127,24,ZEMMOUR,REC,ED,4.5
Ifop,2025-09-25,1127,25,ARTHAUD,LO,G,1.0
Ifop,2025-09-25,1127,25,MÉLENCHON,LFI,G,12.0
Ifop,2025-09-25,1127,25,ROUSSEL,PCF,G,3.5
Ifop,2025-09-25,1127,25,GLUCKSMANN,PS,G,15.0
Ifop,2025-09-25,1127,25,PHILIPPE,EPR,CD,16.0
Ifop,2025-09-25,1127,25,VILLEPIN,LFH,CD,4.0
Ifop,2025-09-25,1127,25,RETAILLEAU,LR,CD,9.0
Ifop,2025-09-25,1127,25,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-09-25,1127,25,BARDELLA,RN,ED,33.0
Ifop,2025-09-25,1127,25,ZEMMOUR,REC,ED,4.5
Ifop,2025-09-25,1127,26,ARTHAUD,LO,G,1.0
Ifop,2025-09-25,1127,26,MÉLENCHON,LFI,G,12.0
Ifop,2025-09-25,1127,26,ROUSSEL,PCF,G,3.0
Ifop,2025-09-25,1127,26,GLUCKSMANN,PS,G,15.0
Ifop,2025-09-25,1127,26,PHILIPPE,EPR,CD,16.0
Ifop,2025-09-25,1127,26,VILLEPIN,LFH,CD,5.0
Ifop,2025-09-25,1127,26,RETAILLEAU,LR,CD,9.0
Ifop,2025-09-25,1127,26,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-09-25,1127,26,LE PEN,RN,ED,33.0
Ifop,2025-09-25,1127,26,ZEMMOUR,REC,ED,4.0
Ifop,2025-05-20,1114,31,ARTHAUD,LO,G,1.0
Ifop,2025-05-20,1114,31,MÉLENCHON,LFI,G,13.0
Ifop,2025-05-20,1114,31,ROUSSEL,PCF,G,3.5
Ifop,2025-05-20,1114,31,TONDELIER,LE,G,4.5
Ifop,2025-05-20,1114,31,FAURE,PS,G,4.5
Ifop,2025-05-20,1114,31,PHILIPPE,EPR,CD,21.0
Ifop,2025-05-20,1114,31,RETAILLEAU,LR,CD,16.0
Ifop,2025-05-20,1114,31,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-05-20,1114,31,BARDELLA,RN,ED,31.0
Ifop,2025-05-20,1114,31,ZEMMOUR,REC,ED,3.5
Ifop,2025-05-20,1114,32,ARTHAUD,LO,G,1.0
Ifop,2025-05-20,1114,32,MÉLENCHON,LFI,G,13.5
Ifop,2025-05-20,1114,32,ROUSSEL,PCF,G,3.0
Ifop,2025-05-20,1114,32,TONDELIER,LE,G,5.0
Ifop,2025-05-20,1114,32,FAURE,PS,G,4.5
Ifop,2025-05-20,1114,32,PHILIPPE,EPR,CD,21.0
Ifop,2025-05-20,1114,32,RETAILLEAU,LR,CD,16.0
Ifop,2025-05-20,1114,32,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-05-20,1114,32,LE PEN,RN,ED,31.0
Ifop,2025-05-20,1114,32,ZEMMOUR,REC,ED,3.0
Harris,2025-05-19,1217,33,ARTHAUD,LO,G,1.0
Harris,2025-05-19,1217,33,MÉLENCHON,LFI,G,15.0
Harris,2025-05-19,1217,33,ROUSSEL,PCF,G,3.0
Harris,2025-05-19,1217,33,TONDELIER,LE,G,3.0
Harris,2025-05-19,1217,33,GLUCKSMANN,PS,G,11.0
Harris,2025-05-19,1217,33,ATTAL,EPR,CD,15.0
Harris,2025-05-19,1217,33,RETAILLEAU,LR,CD,16.0
Harris,2025-05-19,1217,33,LE PEN,RN,ED,31.0
Harris,2025-05-19,1217,33,ZEMMOUR,REC,ED,5.0
Harris,2025-05-19,1217,34,ARTHAUD,LO,G,1.0
Harris,2025-05-19,1217,34,MÉLENCHON,LFI,G,14.0
Harris,2025-05-19,1217,34,ROUSSEL,PCF,G,3.0
Harris,2025-05-19,1217,34,TONDELIER,LE,G,3.0
Harris,2025-05-19,1217,34,GLUCKSMANN,PS,G,11.0
Harris,2025-05-19,1217,34,ATTAL,EPR,CD,15.0
Harris,2025-05-19,1217,34,RETAILLEAU,LR,CD,17.0
Harris,2025-05-19,1217,34,BARDELLA,RN,ED,31.0
Harris,2025-05-19,1217,34,ZEMMOUR,REC,ED,5.0
Harris,2025-05-19,1217,35,ARTHAUD,LO,G,1.0
Harris,2025-05-19,1217,35,MÉLENCHON,LFI,G,14.0
Harris,2025-05-19,1217,35,ROUSSEL,PCF,G,3.0
Harris,2025-05-19,1217,35,TONDELIER,LE,G,3.0
Harris,2025-05-19,1217,35,GLUCKSMANN,PS,G,10.0
Harris,2025-05-19,1217,35,PHILIPPE,EPR,CD,21.0
Harris,2025-05-19,1217,35,RETAILLEAU,LR,CD,12.0
Harris,2025-05-19,1217,35,LE PEN,RN,ED,31.0
Harris,2025-05-19,1217,35,ZEMMOUR,REC,ED,5.0
Harris,2025-05-19,1217,36,ARTHAUD,LO,G,1.0
Harris,2025-05-19,1217,36,MÉLENCHON,LFI,G,14.0
Harris,2025-05-19,1217,36,ROUSSEL,PCF,G,3.0
Harris,2025-05-19,1217,36,TONDELIER,LE,G,3.0
Harris,2025-05-19,1217,36,GLUCKSMANN,PS,G,10.0
Harris,2025-05-19,1217,36,PHILIPPE,EPR,CD,21.0
Harris,2025-05-19,1217,36,RETAILLEAU,LR,CD,13.0
Harris,2025-05-19,1217,36,BARDELLA,RN,ED,30.0
Harris,2025-05-19,1217,36,ZEMMOUR,REC,ED,5.0
Ifop,2025-04-30,1838,38,ARTHAUD,LO,G,0.5
Ifop,2025-04-30,1838,38,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-30,1838,38,ROUSSEL,PCF,G,2.0
Ifop,2025-04-30,1838,38,TONDELIER,LE,G,4.0
Ifop,2025-04-30,1838,38,GLUCKSMANN,PS,G,10.0
Ifop,2025-04-30,1838,38,PHILIPPE,EPR,CD,21.0
Ifop,2025-04-30,1838,38,RETAILLEAU,LR,CD,9.0
Ifop,2025-04-30,1838,38,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-04-30,1838,38,LE PEN,RN,ED,32.0
Ifop,2025-04-30,1838,38,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-30,1838,39,ARTHAUD,LO,G,1.0
Ifop,2025-04-30,1838,39,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-30,1838,39,ROUSSEL,PCF,G,2.0
Ifop,2025-04-30,1838,39,TONDELIER,LE,G,4.0
Ifop,2025-04-30,1838,39,GLUCKSMANN,PS,G,10.0
Ifop,2025-04-30,1838,39,PHILIPPE,EPR,CD,23.0
Ifop,2025-04-30,1838,39,WAUQUIEZ,LR,CD,4.0
Ifop,2025-04-30,1838,39,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-04-30,1838,39,LE PEN,RN,ED,34.0
Ifop,2025-04-30,1838,39,ZEMMOUR,REC,ED,5.0
Harris,2025-04-25,1189,46,ARTHAUD,LO,G,3.0
Harris,2025-04-25,1189,46,MÉLENCHON,LFI,G,26.0
Harris,2025-04-25,1189,46,,EPR,CD,19.0
Harris,2025-04-25,1189,46,,EPR,CD,19.0
Harris,2025-04-25,1189,46,,LR,CD,10.0
Harris,2025-04-25,1189,46,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-04-25,1189,46,,RN,ED,34.0
Harris,2025-04-25,1189,46,ZEMMOUR,REC,ED,3.0
Harris,2025-04-25,1189,47,ARTHAUD,LO,G,2.0
Harris,2025-04-25,1189,47,MÉLENCHON,LFI,G,8.0
Harris,2025-04-25,1189,47,ROUSSEL,PCF,G,20.0
Harris,2025-04-25,1189,47,,EPR,CD,18.0
Harris,2025-04-25,1189,47,,EPR,CD,18.0
Harris,2025-04-25,1189,47,,LR,CD,10.0
Harris,2025-04-25,1189,47,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-04-25,1189,47,,RN,ED,34.0
Harris,2025-04-25,1189,47,ZEMMOUR,REC,ED,3.0
Harris,2025-04-25,1189,48,ARTHAUD,LO,G,3.0
Harris,2025-04-25,1189,48,MÉLENCHON,LFI,G,16.0
Harris,2025-04-25,1189,48,,PS,G,13.0
Harris,2025-04-25,1189,48,,EPR,CD,17.0
Harris,2025-04-25,1189,48,,EPR,CD,17.0
Harris,2025-04-25,1189,48,,LR,CD,10.0
Harris,2025-04-25,1189,48,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-04-25,1189,48,,RN,ED,34.0
Harris,2025-04-25,1189,48,ZEMMOUR,REC,ED,3.0
Odoxa,2025-04-24,1005,49,ARTHAUD,LO,G,1.0
Odoxa,2025-04-24,1005,49,POUTOU,NPA-A,G,2.0
Odoxa,2025-04-24,1005,49,MÉLENCHON,LFI,G,12.0
Odoxa,2025-04-24,1005,49,ROUSSEL,PCF,G,3.0
Odoxa,2025-04-24,1005,49,TONDELIER,LE,G,4.0
Odoxa,2025-04-24,1005,49,GLUCKSMANN,PS,G,12.0
Odoxa,2025-04-24,1005,49,PHILIPPE,EPR,CD,20.0
Odoxa,2025-04-24,1005,49,RETAILLEAU,LR,CD,9.5
Odoxa,2025-04-24,1005,49,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2025-04-24,1005,49,BARDELLA,RN,ED,31.5
Odoxa,2025-04-24,1005,49,ZEMMOUR,REC,ED,3.0
Odoxa,2025-04-24,1005,50,ARTHAUD,LO,G,1.0
Odoxa,2025-04-24,1005,50,POUTOU,NPA-A,G,2.0
Odoxa,2025-04-24,1005,50,MÉLENCHON,LFI,G,12.0
Odoxa,2025-04-24,1005,50,ROUSSEL,PCF,G,3.0
Odoxa,2025-04-24,1005,50,TONDELIER,LE,G,3.0
Odoxa,2025-04-24,1005,50,GLUCKSMANN,PS,G,11.5
Odoxa,2025-04-24,1005,50,PHILIPPE,EPR,CD,20.5
Odoxa,2025-04-24,1005,50,RETAILLEAU,LR,CD,10.0
Odoxa,2025-04-24,1005,50,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2025-04-24,1005,50,LE PEN,RN,ED,32.0
Odoxa,2025-04-24,1005,50,ZEMMOUR,REC,ED,3.0
Ifop,2025-04-18,9128,40,ARTHAUD,LO,G,1.0
Ifop,2025-04-18,9128,40,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-18,9128,40,ROUSSEL,PCF,G,2.5
Ifop,2025-04-18,9128,40,TONDELIER,LE,G,2.0
Ifop,2025-04-18,9128,40,GLUCKSMANN,PS,G,9.0
Ifop,2025-04-18,9128,40,ATTAL,EPR,CD,8.0
Ifop,2025-04-18,9128,40,PHILIPPE,EPR,CD,15.0
Ifop,2025-04-18,9128,40,VILLEPIN,LFH,CD,2.0
Ifop,2025-04-18,9128,40,RETAILLEAU,LR,CD,7.5
Ifop,2025-04-18,9128,40,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2025-04-18,9128,40,BARDELLA,RN,ED,32.0
Ifop,2025-04-18,9128,40,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-18,9128,41,ARTHAUD,LO,G,1.0
Ifop,2025-04-18,9128,41,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-18,9128,41,ROUSSEL,PCF,G,2.5
Ifop,2025-04-18,9128,41,TONDELIER,LE,G,2.5
